time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2020-03-07T00:00:00.000Z","LatLng(45.314247, 12.508056)","-17.279","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-03-07T00:00:00.000Z","LatLng(45.314247, 12.508056)","37.5","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-03-07T12:25:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-03-14T00:00:00.000Z","LatLng(45.314247, 12.508056)","-55.69","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-03-14T00:00:00.000Z","LatLng(45.314247, 12.508056)","-60.36","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-03-14T12:20:00.000Z","LatLng(45.314247, 12.508056)","-43.89888228","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-03-21T00:00:00.000Z","LatLng(45.314247, 12.508056)","109.568","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-03-21T00:00:00.000Z","LatLng(45.314247, 12.508056)","89.61","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-03-21T12:25:00.000Z","LatLng(45.314247, 12.508056)","194.0292201","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-03-28T00:00:00.000Z","LatLng(45.314247, 12.508056)","-1.206","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-03-28T00:00:00.000Z","LatLng(45.314247, 12.508056)","76.84","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-03-28T12:35:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-04-04T00:00:00.000Z","LatLng(45.314247, 12.508056)","-1.3840000000000001","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-04-04T00:00:00.000Z","LatLng(45.314247, 12.508056)","-48.55","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-04-04T12:40:00.000Z","LatLng(45.314247, 12.508056)","-24.36377204","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-04-11T00:00:00.000Z","LatLng(45.314247, 12.508056)","-64.517","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-04-11T00:00:00.000Z","LatLng(45.314247, 12.508056)","-29.64","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-04-11T12:05:00.000Z","LatLng(45.314247, 12.508056)","-13.67924619","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-04-18T00:00:00.000Z","LatLng(45.314247, 12.508056)","-71.859","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
